"county","state","estimated_house_price","cum_county","cum_estimated_house_price"
"Scurry","Texas","125,188","81.7%","94.31%"
"Claiborne Parish","Louisiana","125,145","81.73%","94.33%"
"Washington","Georgia","125,049","81.76%","94.34%"
"Union","Illinois","125,042","81.79%","94.36%"
"Coleman","Texas","124,759","81.82%","94.38%"
"Hamilton","Kansas","124,748","81.85%","94.39%"
"Woodward","Oklahoma","124,732","81.89%","94.41%"
"Livingston","Kentucky","124,700","81.92%","94.43%"
"Stephenson","Illinois","124,678","81.95%","94.44%"
"Greene","Alabama","124,619","81.98%","94.46%"
"Carroll","Missouri","124,470","82.01%","94.48%"
"Castro","Texas","124,395","82.04%","94.49%"
"Bent","Colorado","124,387","82.07%","94.51%"
"Hinds","Mississippi","124,310","82.1%","94.53%"
"Macoupin","Illinois","124,254","82.13%","94.54%"
"Richmond","North Carolina","124,166","82.16%","94.56%"
"Wayne","West Virginia","124,082","82.19%","94.58%"
"Randolph","Illinois","124,064","82.23%","94.59%"
"Rock","Nebraska","124,031","82.26%","94.61%"
"Marion","Georgia","124,022","82.29%","94.63%"
"Northampton","North Carolina","123,934","82.32%","94.65%"
"Mitchell","Kansas","123,888","82.35%","94.66%"
"Raleigh","West Virginia","123,841","82.38%","94.68%"
"Gove","Kansas","123,791","82.41%","94.7%"
"Seminole","Georgia","123,778","82.44%","94.71%"
"Carter","Kentucky","123,693","82.47%","94.73%"
"Webster","Georgia","123,624","82.5%","94.75%"
"Emporia city","Virginia","123,549","82.53%","94.76%"
"Tunica","Mississippi","123,465","82.57%","94.78%"
"Johnson","Kentucky","123,401","82.6%","94.8%"
"Russell","Virginia","123,387","82.63%","94.81%"
"Thayer","Nebraska","123,312","82.66%","94.83%"
"Peoria","Illinois","123,293","82.69%","94.85%"
"Little River","Arkansas","123,266","82.72%","94.86%"
"Wright","Iowa","123,169","82.75%","94.88%"
"Lauderdale","Mississippi","123,068","82.78%","94.89%"
"Grant","Indiana","123,002","82.81%","94.91%"
"Lauderdale","Tennessee","122,910","82.84%","94.93%"
"Crockett","Texas","122,847","82.87%","94.94%"
"Union","Arkansas","122,747","82.91%","94.96%"
"Choctaw","Alabama","122,722","82.94%","94.98%"
"Emmet","Iowa","122,595","82.97%","94.99%"
"Donley","Texas","122,509","83%","95.01%"
"Vermillion","Indiana","122,413","83.03%","95.03%"
"Calhoun","Arkansas","122,392","83.06%","95.04%"
"Casey","Kentucky","122,205","83.09%","95.06%"
"Traverse","Minnesota","122,140","83.12%","95.08%"
"Corson","South Dakota","122,097","83.15%","95.09%"
"Chambers","Alabama","122,097","83.18%","95.11%"
"Eddy","North Dakota","122,096","83.21%","95.13%"
"Marion","Kansas","122,094","83.25%","95.14%"
"Arkansas","Arkansas","121,948","83.28%","95.16%"
"Emmons","North Dakota","121,919","83.31%","95.18%"
"Trego","Kansas","121,908","83.34%","95.19%"
"Dillon","South Carolina","121,881","83.37%","95.21%"
"Summers","West Virginia","121,681","83.4%","95.22%"
"Sumner","Kansas","121,619","83.43%","95.24%"
"Ballard","Kentucky","121,589","83.46%","95.26%"
"Carroll","Illinois","121,480","83.49%","95.27%"
"Lee","Kentucky","121,398","83.52%","95.29%"
"Marshall","Kansas","121,173","83.55%","95.31%"
"Crisp","Georgia","121,054","83.59%","95.32%"
"Wayne","Missouri","121,045","83.62%","95.34%"
"Jeff Davis","Georgia","121,007","83.65%","95.36%"
"Ware","Georgia","120,900","83.68%","95.37%"
"Irwin","Georgia","120,848","83.71%","95.39%"
"Crenshaw","Alabama","120,723","83.74%","95.4%"
"Schuylkill","Pennsylvania","120,589","83.77%","95.42%"
"Venango","Pennsylvania","120,528","83.8%","95.44%"
"Turner","Georgia","120,384","83.83%","95.45%"
"Carlisle","Kentucky","120,240","83.86%","95.47%"
"Allen Parish","Louisiana","120,140","83.89%","95.49%"
"Mercer","West Virginia","120,126","83.93%","95.5%"
"Lawrence","Mississippi","120,055","83.96%","95.52%"
"Bacon","Georgia","119,976","83.99%","95.53%"
"Prairie","Montana","119,834","84.02%","95.55%"
"Montgomery","Iowa","119,749","84.05%","95.57%"
"Linn","Missouri","119,727","84.08%","95.58%"
"St. Lawrence","New York","119,690","84.11%","95.6%"
"Choctaw","Oklahoma","119,686","84.14%","95.61%"
"Garfield","Oklahoma","119,649","84.17%","95.63%"
"Jefferson","Illinois","119,626","84.2%","95.65%"
"Douglas","Illinois","119,533","84.23%","95.66%"
"Wayne","Iowa","119,472","84.27%","95.68%"
"Garza","Texas","119,418","84.3%","95.7%"
"Monroe","Kentucky","119,242","84.33%","95.71%"
"Catahoula Parish","Louisiana","119,069","84.36%","95.73%"
"Attala","Mississippi","118,995","84.39%","95.74%"
"Union","South Carolina","118,961","84.42%","95.76%"
"Cheyenne","Kansas","118,641","84.45%","95.78%"
"Marlboro","South Carolina","118,560","84.48%","95.79%"
"Hodgeman","Kansas","118,381","84.51%","95.81%"
"Mitchell","Georgia","118,362","84.54%","95.82%"
"Hitchcock","Nebraska","118,076","84.57%","95.84%"
"Wallace","Kansas","118,060","84.61%","95.86%"
"Scotland","Missouri","118,016","84.64%","95.87%"
"Tazewell","Virginia","117,948","84.67%","95.89%"
"Whiteside","Illinois","117,934","84.7%","95.9%"
"Ford","Illinois","117,772","84.73%","95.92%"
"Lincoln","Arkansas","117,728","84.76%","95.93%"
"Caldwell","Kentucky","117,560","84.79%","95.95%"
"Logan","Illinois","117,541","84.82%","95.97%"
"Doddridge","West Virginia","117,380","84.85%","95.98%"
"Crawford","Illinois","117,338","84.88%","96%"
"Dimmit","Texas","117,314","84.91%","96.01%"
"Barbour","West Virginia","117,281","84.95%","96.03%"
"St. Mary Parish","Louisiana","117,161","84.98%","96.05%"
"Okfuskee","Oklahoma","116,887","85.01%","96.06%"
"Montgomery","Mississippi","116,765","85.04%","96.08%"
"De Witt","Illinois","116,736","85.07%","96.09%"
"Jones","North Carolina","116,654","85.1%","96.11%"
"Brown","Kansas","116,641","85.13%","96.12%"
"Brown","Nebraska","116,577","85.16%","96.14%"
"Taylor","Iowa","116,466","85.19%","96.16%"
"Sumter","Georgia","116,339","85.22%","96.17%"
"Scioto","Ohio","115,870","85.26%","96.19%"
"Conecuh","Alabama","115,779","85.29%","96.2%"
"Stephens","Oklahoma","115,624","85.32%","96.22%"
"Okmulgee","Oklahoma","115,432","85.35%","96.23%"
"Copiah","Mississippi","115,319","85.38%","96.25%"
"Bureau","Illinois","115,276","85.41%","96.26%"
"Wayne","Illinois","115,158","85.44%","96.28%"
"Wilcox","Georgia","115,106","85.47%","96.3%"
"Grenada","Mississippi","115,057","85.5%","96.31%"
"Elliott","Kentucky","114,847","85.53%","96.33%"
"Lawrence","Arkansas","114,840","85.56%","96.34%"
"Franklin","Nebraska","114,751","85.6%","96.36%"
"Atchison","Missouri","114,746","85.63%","96.37%"
"Williamsburg","South Carolina","114,675","85.66%","96.39%"
"Ottawa","Oklahoma","114,663","85.69%","96.4%"
"Coles","Illinois","114,661","85.72%","96.42%"
"Knott","Kentucky","114,374","85.75%","96.43%"
"Noxubee","Mississippi","114,348","85.78%","96.45%"
"Brooke","West Virginia","114,297","85.81%","96.47%"
"Evangeline Parish","Louisiana","114,020","85.84%","96.48%"
"Childress","Texas","113,914","85.87%","96.5%"
"Gilmer","West Virginia","113,758","85.9%","96.51%"
"Bell","Kentucky","113,709","85.94%","96.53%"
"Sheridan","Nebraska","113,601","85.97%","96.54%"
"Crawford","Kansas","113,500","86%","96.56%"
"Martin","North Carolina","113,494","86.03%","96.57%"
"Lee","Iowa","113,059","86.06%","96.59%"
"Allegany","New York","113,018","86.09%","96.6%"
"Ben Hill","Georgia","113,007","86.12%","96.62%"
"Martin","Kentucky","112,971","86.15%","96.63%"
"Dewey","Oklahoma","112,707","86.18%","96.65%"
"Webster","Kentucky","112,614","86.21%","96.66%"
"Clarion","Pennsylvania","112,429","86.24%","96.68%"
"Bienville Parish","Louisiana","112,396","86.28%","96.69%"
"Webster","Nebraska","112,275","86.31%","96.71%"
"Dooly","Georgia","112,134","86.34%","96.72%"
"Montgomery","Illinois","112,104","86.37%","96.74%"
"White","Illinois","111,846","86.4%","96.76%"
"Anson","North Carolina","111,788","86.43%","96.77%"
"Jefferson","Ohio","111,758","86.46%","96.79%"
"Dougherty","Georgia","111,605","86.49%","96.8%"
"Marshall","Illinois","111,516","86.52%","96.82%"
"Hutchinson","Texas","111,239","86.55%","96.83%"
"Wilkinson","Mississippi","111,119","86.58%","96.85%"
"Wheeler","Georgia","111,070","86.62%","96.86%"
"Mitchell","Texas","111,034","86.65%","96.88%"
"Lincoln","Kansas","110,897","86.68%","96.89%"
"Franklin","Illinois","110,824","86.71%","96.91%"
"Chattahoochee","Georgia","110,744","86.74%","96.92%"
"Perry","Kentucky","110,655","86.77%","96.94%"
"Atkinson","Georgia","110,603","86.8%","96.95%"
"Emanuel","Georgia","110,388","86.83%","96.96%"
"Wapello","Iowa","110,380","86.86%","96.98%"
"Foard","Texas","110,353","86.89%","96.99%"
"Bullock","Alabama","110,311","86.92%","97.01%"
"Bailey","Texas","110,297","86.96%","97.02%"
"Treutlen","Georgia","110,246","86.99%","97.04%"
"Knox","Texas","110,118","87.02%","97.05%"
"Wetzel","West Virginia","110,071","87.05%","97.07%"
"Mercer","Missouri","110,018","87.08%","97.08%"
"Poinsett","Arkansas","109,958","87.11%","97.1%"
"Wirt","West Virginia","109,926","87.14%","97.11%"
"Wilkinson","Georgia","109,924","87.17%","97.13%"
"Elk","Pennsylvania","109,832","87.2%","97.14%"
"Hempstead","Arkansas","109,740","87.23%","97.16%"
"Clay","West Virginia","109,687","87.26%","97.17%"
"Wheeler","Texas","109,562","87.3%","97.19%"
"Swisher","Texas","109,531","87.33%","97.2%"
"Washington","North Carolina","109,482","87.36%","97.22%"
"Meade","Kansas","109,332","87.39%","97.23%"
"Wise","Virginia","109,194","87.42%","97.25%"
"Quitman","Georgia","108,961","87.45%","97.26%"
"Rawlins","Kansas","108,910","87.48%","97.28%"
"Dawson","Texas","108,757","87.51%","97.29%"
"Hertford","North Carolina","108,732","87.54%","97.3%"
"Baker","Georgia","108,633","87.57%","97.32%"
"Kinney","Texas","108,550","87.6%","97.33%"
"Bourbon","Kansas","108,501","87.64%","97.35%"
"Ritchie","West Virginia","108,303","87.67%","97.36%"
"Morgan","Illinois","108,107","87.7%","97.38%"
"Pike","Mississippi","107,954","87.73%","97.39%"
"Sharkey","Mississippi","107,924","87.76%","97.41%"
"Estill","Kentucky","107,678","87.79%","97.42%"
"Johnson","Georgia","107,585","87.82%","97.44%"
"Hooker","Nebraska","107,330","87.85%","97.45%"
"Telfair","Georgia","107,181","87.88%","97.47%"
"McCreary","Kentucky","107,096","87.91%","97.48%"
"Norton city","Virginia","106,948","87.94%","97.49%"
"Jackson Parish","Louisiana","106,926","87.98%","97.51%"
"McKean","Pennsylvania","106,781","88.01%","97.52%"
"Iron","Michigan","106,737","88.04%","97.54%"
"De Baca","New Mexico","106,611","88.07%","97.55%"
"Clay","Kentucky","106,518","88.1%","97.57%"
"Claiborne","Mississippi","106,444","88.13%","97.58%"
"Baylor","Texas","106,401","88.16%","97.59%"
"Scott","Mississippi","106,308","88.19%","97.61%"
"Muhlenberg","Kentucky","106,252","88.22%","97.62%"
"Coal","Oklahoma","106,236","88.25%","97.64%"
"Pratt","Kansas","106,152","88.28%","97.65%"
"Blackford","Indiana","105,935","88.32%","97.67%"
"Early","Georgia","105,793","88.35%","97.68%"
"Butler","Alabama","105,670","88.38%","97.69%"
"Bamberg","South Carolina","105,568","88.41%","97.71%"
"Sumter","Alabama","105,504","88.44%","97.72%"
"Lincoln","West Virginia","105,490","88.47%","97.74%"
"Jackson","Illinois","105,315","88.5%","97.75%"
"Ellsworth","Kansas","105,286","88.53%","97.77%"
"Morton","Kansas","105,162","88.56%","97.78%"
"Appanoose","Iowa","104,927","88.59%","97.79%"
"Edwards","Illinois","104,704","88.62%","97.81%"
"Gogebic","Michigan","104,643","88.66%","97.82%"
"Tallahatchie","Mississippi","104,516","88.69%","97.84%"
"Clinch","Georgia","104,514","88.72%","97.85%"
"Henderson","Illinois","104,407","88.75%","97.86%"
"Towner","North Dakota","104,137","88.78%","97.88%"
"Jefferson","Pennsylvania","104,004","88.81%","97.89%"
"Clarke","Mississippi","103,978","88.84%","97.91%"
"Franklin Parish","Louisiana","103,860","88.87%","97.92%"
"Calhoun","Mississippi","103,737","88.9%","97.93%"
"Danville city","Virginia","103,701","88.93%","97.95%"
"Wilbarger","Texas","103,605","88.96%","97.96%"
"Kay","Oklahoma","103,396","89%","97.98%"
"Ellis","Oklahoma","103,292","89.03%","97.99%"
"Cherokee","Kansas","102,676","89.06%","98%"
"Fisher","Texas","102,643","89.09%","98.02%"
"Collingsworth","Texas","102,577","89.12%","98.03%"
"Macon","Alabama","102,558","89.15%","98.05%"
"Richardson","Nebraska","102,514","89.18%","98.06%"
"Marion","Illinois","102,394","89.21%","98.07%"
"Cowley","Kansas","102,273","89.24%","98.09%"
"Upton","Texas","101,890","89.27%","98.1%"
"Winn Parish","Louisiana","101,513","89.3%","98.11%"
"Meigs","Ohio","101,264","89.34%","98.13%"
"Lewis","Kentucky","101,067","89.37%","98.14%"
"Jefferson","Georgia","100,974","89.4%","98.16%"
"Fayette","West Virginia","100,921","89.43%","98.17%"
"Hughes","Oklahoma","100,694","89.46%","98.18%"
"Lamb","Texas","100,676","89.49%","98.2%"
"Fulton","Illinois","100,485","89.52%","98.21%"
"Massac","Illinois","100,322","89.55%","98.22%"
"Pocahontas","Iowa","100,130","89.58%","98.24%"
"Woods","Oklahoma","99,960","89.61%","98.25%"
"Seminole","Oklahoma","99,462","89.64%","98.26%"
"Union","New Mexico","99,220","89.68%","98.28%"
"Gentry","Missouri","99,093","89.71%","98.29%"
"Haskell","Texas","99,004","89.74%","98.3%"
"Christian","Illinois","98,916","89.77%","98.32%"
"Hancock","Illinois","98,899","89.8%","98.33%"
"Terrell","Georgia","98,831","89.83%","98.34%"
"Grant","Oklahoma","98,722","89.86%","98.36%"
"Yazoo","Mississippi","98,715","89.89%","98.37%"
"Jefferson Davis","Mississippi","98,690","89.92%","98.38%"
"Dallas","Arkansas","98,647","89.95%","98.4%"
"Zavala","Texas","98,561","89.98%","98.41%"
"Clay","Arkansas","98,519","90.02%","98.42%"
"Macon","Illinois","98,385","90.05%","98.44%"
"Crittenden","Kentucky","98,365","90.08%","98.45%"
"Perry","Illinois","98,263","90.11%","98.46%"
"Martinsville city","Virginia","98,145","90.14%","98.48%"
"Bradley","Arkansas","97,822","90.17%","98.49%"
"Lafayette","Arkansas","97,670","90.2%","98.5%"
"Dickens","Texas","97,664","90.23%","98.52%"
"Tyler","West Virginia","97,324","90.26%","98.53%"
"Jim Hogg","Texas","97,133","90.29%","98.54%"
"Rooks","Kansas","96,811","90.32%","98.56%"
"Jackson","Oklahoma","96,557","90.36%","98.57%"
"Mississippi","Missouri","96,529","90.39%","98.58%"
"Calhoun","West Virginia","96,400","90.42%","98.59%"
"Breathitt","Kentucky","96,228","90.45%","98.61%"
"Floyd","Texas","96,215","90.48%","98.62%"
"Nuckolls","Nebraska","95,921","90.51%","98.63%"
"Phillips","Kansas","95,800","90.54%","98.65%"
"Knox","Illinois","95,744","90.57%","98.66%"
"Warren","Georgia","95,679","90.6%","98.67%"
"Barton","Kansas","95,311","90.63%","98.68%"
"Republic","Kansas","95,283","90.66%","98.7%"
"Greene","Illinois","95,279","90.7%","98.71%"
"McDonough","Illinois","95,053","90.73%","98.72%"
"Morehouse Parish","Louisiana","94,913","90.76%","98.74%"
"Quay","New Mexico","94,870","90.79%","98.75%"
"Sunflower","Mississippi","94,859","90.82%","98.76%"
"Warren","Illinois","94,829","90.85%","98.77%"
"Pulaski","Illinois","94,677","90.88%","98.79%"
"Harrison","Missouri","94,364","90.91%","98.8%"
"Twiggs","Georgia","93,883","90.94%","98.81%"
"Lee","Arkansas","93,759","90.97%","98.83%"
"New Madrid","Missouri","93,548","91%","98.84%"
"Blaine","Oklahoma","93,104","91.04%","98.85%"
"Norton","Kansas","93,038","91.07%","98.86%"
"Hall","Texas","92,963","91.1%","98.88%"
"Desha","Arkansas","92,598","91.13%","98.89%"
"Neosho","Kansas","92,494","91.16%","98.9%"
"Woodson","Kansas","92,281","91.19%","98.91%"
"Mason","Illinois","91,931","91.22%","98.93%"
"Scott","Illinois","91,880","91.25%","98.94%"
"Jewell","Kansas","91,471","91.28%","98.95%"
"Cloud","Kansas","91,145","91.31%","98.96%"
"Halifax","North Carolina","90,966","91.34%","98.97%"
"Duval","Texas","90,835","91.38%","98.99%"
"Monroe","Arkansas","90,800","91.41%","99%"
"Marion","South Carolina","90,674","91.44%","99.01%"
"Mississippi","Arkansas","90,606","91.47%","99.02%"
"Ouachita","Arkansas","90,395","91.5%","99.04%"
"Decatur","Kansas","90,321","91.53%","99.05%"
"Pemiscot","Missouri","90,309","91.56%","99.06%"
"Clay","Illinois","90,264","91.59%","99.07%"
"Dunklin","Missouri","90,226","91.62%","99.08%"
"Boone","West Virginia","90,194","91.65%","99.1%"
"Caddo","Oklahoma","89,976","91.68%","99.11%"
"Pike","Illinois","89,402","91.72%","99.12%"
"Humphreys","Mississippi","89,379","91.75%","99.13%"
"Russell","Kansas","89,328","91.78%","99.14%"
"Rice","Kansas","89,095","91.81%","99.16%"
"Lee","Virginia","88,547","91.84%","99.17%"
"Gray","Texas","88,483","91.87%","99.18%"
"Lane","Kansas","87,962","91.9%","99.19%"
"Stafford","Kansas","87,455","91.93%","99.2%"
"Pike","Kentucky","87,427","91.96%","99.22%"
"Allen","Kansas","87,393","91.99%","99.23%"
"Ashley","Arkansas","87,338","92.02%","99.24%"
"Washita","Oklahoma","87,081","92.06%","99.25%"
"Concordia Parish","Louisiana","86,779","92.09%","99.26%"
"Dickenson","Virginia","86,651","92.12%","99.27%"
"Jefferson","Arkansas","86,473","92.15%","99.29%"
"Labette","Kansas","86,407","92.18%","99.3%"
"Wilson","Kansas","86,401","92.21%","99.31%"
"Cotton","Oklahoma","86,365","92.24%","99.32%"
"Calhoun","Georgia","86,153","92.27%","99.33%"
"Lake","Tennessee","85,921","92.3%","99.34%"
"Leflore","Mississippi","85,796","92.33%","99.36%"
"Logan","West Virginia","85,795","92.36%","99.37%"
"Floyd","Kentucky","85,761","92.4%","99.38%"
"Chicot","Arkansas","85,487","92.43%","99.39%"
"Edgar","Illinois","85,262","92.46%","99.4%"
"Sullivan","Missouri","84,963","92.49%","99.41%"
"Cameron","Pennsylvania","84,336","92.52%","99.43%"
"Jackson","Arkansas","84,170","92.55%","99.44%"
"Cottle","Texas","83,488","92.58%","99.45%"
"Montgomery","Kansas","83,351","92.61%","99.46%"
"Cass","Illinois","83,339","92.64%","99.47%"
"Letcher","Kentucky","83,149","92.67%","99.48%"
"Hardin","Illinois","83,072","92.7%","99.49%"
"Alfalfa","Oklahoma","83,005","92.74%","99.5%"
"Graham","Kansas","82,572","92.77%","99.51%"
"Ness","Kansas","82,393","92.8%","99.53%"
"Gallatin","Illinois","81,941","92.83%","99.54%"
"Saline","Illinois","81,141","92.86%","99.55%"
"Crosby","Texas","81,091","92.89%","99.56%"
"Clark","Kansas","80,894","92.92%","99.57%"
"Randolph","Georgia","79,764","92.95%","99.58%"
"Lawrence","Illinois","79,685","92.98%","99.59%"
"Smith","Kansas","79,666","93.01%","99.6%"
"Dallas","Alabama","79,114","93.04%","99.61%"
"Hardeman","Texas","78,787","93.08%","99.62%"
"Macon","Georgia","78,651","93.11%","99.63%"
"Vermilion","Illinois","78,601","93.14%","99.64%"
"Greenwood","Kansas","78,597","93.17%","99.66%"
"Leslie","Kentucky","77,695","93.2%","99.67%"
"Buchanan","Virginia","77,535","93.23%","99.68%"
"Covington city","Virginia","77,401","93.26%","99.69%"
"Pawnee","Kansas","77,262","93.29%","99.7%"
"Woodruff","Arkansas","77,012","93.32%","99.71%"
"Fulton","Kentucky","76,849","93.35%","99.72%"
"Jefferson","Oklahoma","76,394","93.38%","99.73%"
"Holmes","Mississippi","75,778","93.42%","99.74%"
"Chautauqua","Kansas","73,679","93.45%","99.75%"
"St. Francis","Arkansas","73,557","93.48%","99.76%"
"Webster","West Virginia","73,550","93.51%","99.77%"
"Edwards","Kansas","73,058","93.54%","99.78%"
"Harper","Kansas","71,557","93.57%","99.79%"
"Stewart","Georgia","69,108","93.6%","99.8%"
"Rush","Kansas","68,321","93.63%","99.81%"
"Osborne","Kansas","68,308","93.66%","99.82%"
"Brooks","Texas","68,272","93.69%","99.82%"
"Comanche","Kansas","67,803","93.72%","99.83%"
"Cimarron","Oklahoma","67,591","93.76%","99.84%"
"Coahoma","Mississippi","67,548","93.79%","99.85%"
"Washington","Mississippi","67,522","93.82%","99.86%"
"Kiowa","Oklahoma","66,746","93.85%","99.87%"
"Mingo","West Virginia","66,130","93.88%","99.88%"
"Harper","Oklahoma","66,022","93.91%","99.89%"
"Grundy","Missouri","65,786","93.94%","99.9%"
"Allendale","South Carolina","65,779","93.97%","99.91%"
"Greer","Oklahoma","65,451","94%","99.91%"
"Barber","Kansas","65,413","94.03%","99.92%"
"Elk","Kansas","63,954","94.06%","99.93%"
"Cochran","Texas","63,045","94.1%","99.94%"
"Harlan","Kentucky","61,764","94.13%","99.95%"
"Bertie","North Carolina","61,009","94.16%","99.96%"
"Alexander","Illinois","59,793","94.19%","99.96%"
"Harmon","Oklahoma","57,717","94.22%","99.97%"
"Phillips","Arkansas","56,345","94.25%","99.98%"
"Tillman","Oklahoma","54,093","94.28%","99.99%"
"Wyoming","West Virginia","53,696","94.31%","99.99%"
"McDowell","West Virginia","39,618","94.34%","100%"
"Aleutians East Borough","Alaska","NA","94.37%","NA%"
"Aleutians West Census Area","Alaska","NA","94.4%","NA%"
"Bethel Census Area","Alaska","NA","94.44%","NA%"
"Bristol Bay Borough","Alaska","NA","94.47%","NA%"
"Chugach Census Area","Alaska","NA","94.5%","NA%"
"Copper River Census Area","Alaska","NA","94.53%","NA%"
"Denali Borough","Alaska","NA","94.56%","NA%"
"Dillingham Census Area","Alaska","NA","94.59%","NA%"
"Hoonah-Angoon Census Area","Alaska","NA","94.62%","NA%"
"Kusilvak Census Area","Alaska","NA","94.65%","NA%"
"Lake and Peninsula Borough","Alaska","NA","94.68%","NA%"
"Nome Census Area","Alaska","NA","94.71%","NA%"
"Northwest Arctic Borough","Alaska","NA","94.74%","NA%"
"Prince of Wales-Hyder Census Area","Alaska","NA","94.78%","NA%"
"Skagway Municipality","Alaska","NA","94.81%","NA%"
"Yakutat City and Borough","Alaska","NA","94.84%","NA%"
"Yukon-Koyukuk Census Area","Alaska","NA","94.87%","NA%"
"Nevada","Arkansas","NA","94.9%","NA%"
"Baca","Colorado","NA","94.93%","NA%"
"Jackson","Colorado","NA","94.96%","NA%"
"Capitol Planning Region","Connecticut","NA","94.99%","NA%"
"Greater Bridgeport Planning Region","Connecticut","NA","95.02%","NA%"
"Lower Connecticut River Valley Planning Region","Connecticut","NA","95.05%","NA%"
"Naugatuck Valley Planning Region","Connecticut","NA","95.09%","NA%"
"Northeastern Connecticut Planning Region","Connecticut","NA","95.12%","NA%"
"Northwest Hills Planning Region","Connecticut","NA","95.15%","NA%"
"South Central Connecticut Planning Region","Connecticut","NA","95.18%","NA%"
"Southeastern Connecticut Planning Region","Connecticut","NA","95.21%","NA%"
"Western Connecticut Planning Region","Connecticut","NA","95.24%","NA%"
"Kalawao","Hawaii","NA","95.27%","NA%"
"Butte","Idaho","NA","95.3%","NA%"
"East Carroll Parish","Louisiana","NA","95.33%","NA%"
"Madison Parish","Louisiana","NA","95.36%","NA%"
"Issaquena","Mississippi","NA","95.39%","NA%"
"Quitman","Mississippi","NA","95.43%","NA%"
"Holt","Missouri","NA","95.46%","NA%"
"Worth","Missouri","NA","95.49%","NA%"
"Arthur","Nebraska","NA","95.52%","NA%"
"Blaine","Nebraska","NA","95.55%","NA%"
"Grant","Nebraska","NA","95.58%","NA%"
"Logan","Nebraska","NA","95.61%","NA%"
"Loup","Nebraska","NA","95.64%","NA%"
"Thomas","Nebraska","NA","95.67%","NA%"
"Esmeralda","Nevada","NA","95.7%","NA%"
"Guadalupe","New Mexico","NA","95.73%","NA%"
"Harding","New Mexico","NA","95.77%","NA%"
"Hidalgo","New Mexico","NA","95.8%","NA%"
"Mora","New Mexico","NA","95.83%","NA%"
"Billings","North Dakota","NA","95.86%","NA%"
"Divide","North Dakota","NA","95.89%","NA%"
"Grant","North Dakota","NA","95.92%","NA%"
"Griggs","North Dakota","NA","95.95%","NA%"
"Logan","North Dakota","NA","95.98%","NA%"
"McIntosh","North Dakota","NA","96.01%","NA%"
"Pierce","North Dakota","NA","96.04%","NA%"
"Rolette","North Dakota","NA","96.07%","NA%"
"Sioux","North Dakota","NA","96.11%","NA%"
"Slope","North Dakota","NA","96.14%","NA%"
"Steele","North Dakota","NA","96.17%","NA%"
"Aurora","South Dakota","NA","96.2%","NA%"
"Bennett","South Dakota","NA","96.23%","NA%"
"Buffalo","South Dakota","NA","96.26%","NA%"
"Dewey","South Dakota","NA","96.29%","NA%"
"Douglas","South Dakota","NA","96.32%","NA%"
"Faulk","South Dakota","NA","96.35%","NA%"
"Gregory","South Dakota","NA","96.38%","NA%"
"Haakon","South Dakota","NA","96.41%","NA%"
"Hanson","South Dakota","NA","96.45%","NA%"
"Hyde","South Dakota","NA","96.48%","NA%"
"Jones","South Dakota","NA","96.51%","NA%"
"Lyman","South Dakota","NA","96.54%","NA%"
"McPherson","South Dakota","NA","96.57%","NA%"
"Mellette","South Dakota","NA","96.6%","NA%"
"Oglala Lakota","South Dakota","NA","96.63%","NA%"
"Potter","South Dakota","NA","96.66%","NA%"
"Sully","South Dakota","NA","96.69%","NA%"
"Todd","South Dakota","NA","96.72%","NA%"
"Ziebach","South Dakota","NA","96.75%","NA%"
"Borden","Texas","NA","96.79%","NA%"
"Edwards","Texas","NA","96.82%","NA%"
"Hudspeth","Texas","NA","96.85%","NA%"
"Kenedy","Texas","NA","96.88%","NA%"
"Kent","Texas","NA","96.91%","NA%"
"King","Texas","NA","96.94%","NA%"
"Loving","Texas","NA","96.97%","NA%"
"McMullen","Texas","NA","97%","NA%"
"Oldham","Texas","NA","97.03%","NA%"
"Roberts","Texas","NA","97.06%","NA%"
"Schleicher","Texas","NA","97.09%","NA%"
"Daggett","Utah","NA","97.13%","NA%"
"Emery","Utah","NA","97.16%","NA%"
"Piute","Utah","NA","97.19%","NA%"
"Adjuntas Municipio","Puerto Rico","NA","97.22%","NA%"
"Aguada Municipio","Puerto Rico","NA","97.25%","NA%"
"Aguadilla Municipio","Puerto Rico","NA","97.28%","NA%"
"Aguas Buenas Municipio","Puerto Rico","NA","97.31%","NA%"
"Aibonito Municipio","Puerto Rico","NA","97.34%","NA%"
"Añasco Municipio","Puerto Rico","NA","97.37%","NA%"
"Arecibo Municipio","Puerto Rico","NA","97.4%","NA%"
"Arroyo Municipio","Puerto Rico","NA","97.43%","NA%"
"Barceloneta Municipio","Puerto Rico","NA","97.47%","NA%"
"Barranquitas Municipio","Puerto Rico","NA","97.5%","NA%"
"Bayamón Municipio","Puerto Rico","NA","97.53%","NA%"
"Cabo Rojo Municipio","Puerto Rico","NA","97.56%","NA%"
"Caguas Municipio","Puerto Rico","NA","97.59%","NA%"
"Camuy Municipio","Puerto Rico","NA","97.62%","NA%"
"Canóvanas Municipio","Puerto Rico","NA","97.65%","NA%"
"Carolina Municipio","Puerto Rico","NA","97.68%","NA%"
"Cataño Municipio","Puerto Rico","NA","97.71%","NA%"
"Cayey Municipio","Puerto Rico","NA","97.74%","NA%"
"Ceiba Municipio","Puerto Rico","NA","97.77%","NA%"
"Ciales Municipio","Puerto Rico","NA","97.81%","NA%"
