"county","state","mean_income","cum_county","cum_mean_income"
"Benton","Missouri","68,388","81.73%","87.84%"
"Cibola","New Mexico","68,361","81.76%","87.87%"
"Sullivan","Missouri","68,319","81.79%","87.89%"
"Chesterfield","South Carolina","68,312","81.82%","87.92%"
"Sequatchie","Tennessee","68,308","81.85%","87.94%"
"Winston","Mississippi","68,306","81.89%","87.97%"
"Marion","Kentucky","68,294","81.92%","87.99%"
"Mercer","Missouri","68,290","81.95%","88.01%"
"Henderson","Tennessee","68,265","81.98%","88.04%"
"Natchitoches Parish","Louisiana","68,240","82.01%","88.06%"
"Republic","Kansas","68,213","82.04%","88.09%"
"Malheur","Oregon","68,201","82.07%","88.11%"
"New Madrid","Missouri","68,154","82.1%","88.14%"
"Woodson","Kansas","68,097","82.13%","88.16%"
"La Paz","Arizona","68,092","82.16%","88.19%"
"Randolph","Arkansas","68,091","82.19%","88.21%"
"Scioto","Ohio","68,069","82.23%","88.24%"
"Stephens","Georgia","68,056","82.26%","88.26%"
"Baxter","Arkansas","68,034","82.29%","88.29%"
"Houston","Tennessee","68,009","82.32%","88.31%"
"Jay","Indiana","67,984","82.35%","88.34%"
"Boone","West Virginia","67,971","82.38%","88.36%"
"Charlotte","Virginia","67,948","82.41%","88.39%"
"Corson","South Dakota","67,937","82.44%","88.41%"
"Kalawao","Hawaii","67,936","82.47%","88.43%"
"Foard","Texas","67,922","82.5%","88.46%"
"Worth","Missouri","67,906","82.53%","88.48%"
"Las Animas","Colorado","67,905","82.57%","88.51%"
"Webster","Mississippi","67,874","82.6%","88.53%"
"Hale","Texas","67,864","82.63%","88.56%"
"Rockcastle","Kentucky","67,845","82.66%","88.58%"
"Refugio","Texas","67,832","82.69%","88.61%"
"Jackson","Alabama","67,768","82.72%","88.63%"
"Hertford","North Carolina","67,765","82.75%","88.66%"
"Gogebic","Michigan","67,756","82.78%","88.68%"
"Iron","Michigan","67,747","82.81%","88.71%"
"Bibb","Alabama","67,735","82.84%","88.73%"
"Carroll","Tennessee","67,708","82.87%","88.75%"
"Washington","Florida","67,695","82.91%","88.78%"
"Dodge","Georgia","67,688","82.94%","88.8%"
"Sevier","Arkansas","67,677","82.97%","88.83%"
"Cherokee","North Carolina","67,671","83%","88.85%"
"Lincoln","Arkansas","67,605","83.03%","88.88%"
"Haskell","Oklahoma","67,542","83.06%","88.9%"
"Clark","Arkansas","67,510","83.09%","88.93%"
"Candler","Georgia","67,496","83.12%","88.95%"
"Prairie","Montana","67,490","83.15%","88.98%"
"Hardy","West Virginia","67,480","83.18%","89%"
"West Carroll Parish","Louisiana","67,443","83.21%","89.02%"
"Adair","Kentucky","67,347","83.25%","89.05%"
"Henry","Tennessee","67,325","83.28%","89.07%"
"Bacon","Georgia","67,308","83.31%","89.1%"
"Charlton","Georgia","67,272","83.34%","89.12%"
"Duplin","North Carolina","67,269","83.37%","89.15%"
"Decatur","Georgia","67,257","83.4%","89.17%"
"Craig","Oklahoma","67,232","83.43%","89.19%"
"Pendleton","West Virginia","67,231","83.46%","89.22%"
"Berrien","Georgia","67,230","83.49%","89.24%"
"Clinch","Georgia","67,216","83.52%","89.27%"
"Stoddard","Missouri","67,216","83.55%","89.29%"
"Franklin","Alabama","67,215","83.59%","89.32%"
"Greer","Oklahoma","67,215","83.62%","89.34%"
"Lanier","Georgia","67,210","83.65%","89.37%"
"Hot Spring","Arkansas","67,204","83.68%","89.39%"
"Carroll","Mississippi","67,202","83.71%","89.41%"
"McIntosh","Georgia","67,198","83.74%","89.44%"
"Knox","Missouri","67,196","83.77%","89.46%"
"Neshoba","Mississippi","67,191","83.8%","89.49%"
"Campbell","Tennessee","67,185","83.83%","89.51%"
"Montgomery","Kansas","67,132","83.86%","89.54%"
"Navajo","Arizona","67,131","83.89%","89.56%"
"Marion","Mississippi","67,117","83.93%","89.58%"
"Graham","Kansas","67,115","83.96%","89.61%"
"Marengo","Alabama","67,077","83.99%","89.63%"
"Brooks","Georgia","67,055","84.02%","89.66%"
"Mora","New Mexico","66,998","84.05%","89.68%"
"Edmonson","Kentucky","66,980","84.08%","89.71%"
"Winston","Alabama","66,939","84.11%","89.73%"
"Robertson","Kentucky","66,923","84.14%","89.75%"
"Carroll","Virginia","66,876","84.17%","89.78%"
"Chester","South Carolina","66,845","84.2%","89.8%"
"Christian","Kentucky","66,827","84.23%","89.83%"
"Conejos","Colorado","66,821","84.27%","89.85%"
"DeKalb","Tennessee","66,814","84.3%","89.88%"
"Yell","Arkansas","66,744","84.33%","89.9%"
"Scotland","North Carolina","66,699","84.36%","89.92%"
"Allen Parish","Louisiana","66,692","84.39%","89.95%"
"Bertie","North Carolina","66,687","84.42%","89.97%"
"Maverick","Texas","66,676","84.45%","90%"
"Pickens","Alabama","66,646","84.48%","90.02%"
"Hempstead","Arkansas","66,635","84.51%","90.05%"
"Acadia Parish","Louisiana","66,626","84.54%","90.07%"
"Columbus","North Carolina","66,614","84.57%","90.09%"
"Edgecombe","North Carolina","66,592","84.61%","90.12%"
"Smyth","Virginia","66,592","84.64%","90.14%"
"Russell","Virginia","66,584","84.67%","90.17%"
"Colfax","New Mexico","66,582","84.7%","90.19%"
"Hardin","Tennessee","66,579","84.73%","90.21%"
"Blackford","Indiana","66,576","84.76%","90.24%"
"Mercer","West Virginia","66,550","84.79%","90.26%"
"Bladen","North Carolina","66,507","84.82%","90.29%"
"Lincoln","Montana","66,504","84.85%","90.31%"
"McCurtain","Oklahoma","66,504","84.88%","90.34%"
"Cherokee","South Carolina","66,482","84.91%","90.36%"
"Loup","Nebraska","66,439","84.95%","90.38%"
"Elk","Kansas","66,434","84.98%","90.41%"
"Crawford","Indiana","66,412","85.01%","90.43%"
"Talbot","Georgia","66,411","85.04%","90.46%"
"Butler","Missouri","66,403","85.07%","90.48%"
"Monroe","West Virginia","66,394","85.1%","90.5%"
"Columbia","Arkansas","66,389","85.13%","90.53%"
"Vernon","Missouri","66,354","85.16%","90.55%"
"Dent","Missouri","66,341","85.19%","90.58%"
"McDonald","Missouri","66,339","85.22%","90.6%"
"Vance","North Carolina","66,313","85.26%","90.62%"
"Sharp","Arkansas","66,305","85.29%","90.65%"
"Clare","Michigan","66,300","85.32%","90.67%"
"Marion","Alabama","66,253","85.35%","90.7%"
"Wilkes","North Carolina","66,225","85.38%","90.72%"
"Fleming","Kentucky","66,222","85.41%","90.74%"
"Terry","Texas","66,207","85.44%","90.77%"
"Morris","Texas","66,173","85.47%","90.79%"
"Wirt","West Virginia","66,144","85.5%","90.82%"
"Emporia city","Virginia","66,137","85.53%","90.84%"
"Jefferson","Arkansas","66,118","85.56%","90.86%"
"Geneva","Alabama","66,098","85.6%","90.89%"
"Dunklin","Missouri","66,097","85.63%","90.91%"
"Jones","North Carolina","66,084","85.66%","90.94%"
"Lauderdale","Tennessee","66,056","85.69%","90.96%"
"Elbert","Georgia","66,048","85.72%","90.98%"
"Schuyler","Missouri","65,975","85.75%","91.01%"
"Custer","Idaho","65,974","85.78%","91.03%"
"Irwin","Georgia","65,968","85.81%","91.06%"
"Norton","Kansas","65,945","85.84%","91.08%"
"Coal","Oklahoma","65,909","85.87%","91.1%"
"Caddo","Oklahoma","65,871","85.9%","91.13%"
"Lunenburg","Virginia","65,840","85.94%","91.15%"
"Unicoi","Tennessee","65,839","85.97%","91.18%"
"Wayne","Georgia","65,837","86%","91.2%"
"Lafayette","Florida","65,808","86.03%","91.22%"
"Lawrence","Mississippi","65,806","86.06%","91.25%"
"Franklin","Arkansas","65,796","86.09%","91.27%"
"DeKalb","Alabama","65,789","86.12%","91.29%"
"Pulaski","Georgia","65,781","86.15%","91.32%"
"Liberty","Florida","65,763","86.18%","91.34%"
"Terrell","Georgia","65,679","86.21%","91.37%"
"Chambers","Alabama","65,673","86.24%","91.39%"
"Coke","Texas","65,666","86.28%","91.41%"
"Bollinger","Missouri","65,633","86.31%","91.44%"
"Covington","Mississippi","65,573","86.34%","91.46%"
"Johnson","Georgia","65,552","86.37%","91.49%"
"Russell","Alabama","65,547","86.4%","91.51%"
"Hart","Kentucky","65,536","86.43%","91.53%"
"Montgomery","Arkansas","65,505","86.46%","91.56%"
"Barton","Missouri","65,483","86.49%","91.58%"
"Adams","Ohio","65,434","86.52%","91.6%"
"Marion","Georgia","65,397","86.55%","91.63%"
"Fayette","West Virginia","65,286","86.58%","91.65%"
"Crisp","Georgia","65,205","86.62%","91.67%"
"Tattnall","Georgia","65,203","86.65%","91.7%"
"Tillman","Oklahoma","65,201","86.68%","91.72%"
"Martinsville city","Virginia","65,146","86.71%","91.75%"
"Carter","Missouri","65,018","86.74%","91.77%"
"Yukon-Koyukuk Census Area","Alaska","65,009","86.77%","91.79%"
"Woodruff","Arkansas","64,984","86.8%","91.82%"
"Marion","Texas","64,983","86.83%","91.84%"
"Washington","Georgia","64,971","86.86%","91.86%"
"Howell","Missouri","64,950","86.89%","91.89%"
"Henry","Virginia","64,932","86.92%","91.91%"
"San Augustine","Texas","64,927","86.96%","91.93%"
"Carter","Montana","64,908","86.99%","91.96%"
"Union Parish","Louisiana","64,887","87.02%","91.98%"
"Sequoyah","Oklahoma","64,885","87.05%","92.01%"
"Le Flore","Oklahoma","64,850","87.08%","92.03%"
"Putnam","Florida","64,848","87.11%","92.05%"
"Okfuskee","Oklahoma","64,839","87.14%","92.08%"
"Washington Parish","Louisiana","64,790","87.17%","92.1%"
"Perry","Tennessee","64,784","87.2%","92.12%"
"Barbour","Alabama","64,745","87.23%","92.15%"
"Carter","Tennessee","64,727","87.26%","92.17%"
"Hardin","Illinois","64,711","87.3%","92.19%"
"Ontonagon","Michigan","64,711","87.33%","92.22%"
"Harney","Oregon","64,706","87.36%","92.24%"
"Mitchell","Georgia","64,690","87.39%","92.26%"
"Iron","Missouri","64,673","87.42%","92.29%"
"Newton","Arkansas","64,637","87.45%","92.31%"
"Roosevelt","Montana","64,512","87.48%","92.33%"
"Lincoln Parish","Louisiana","64,508","87.51%","92.36%"
"Monroe","Kentucky","64,452","87.54%","92.38%"
"Sioux","North Dakota","64,425","87.57%","92.4%"
"Johnston","Oklahoma","64,413","87.6%","92.43%"
"Hopewell city","Virginia","64,349","87.64%","92.45%"
"Monroe","Missouri","64,338","87.67%","92.47%"
"Wayne","Kentucky","64,290","87.7%","92.5%"
"Butte","Idaho","64,273","87.73%","92.52%"
"Treutlen","Georgia","64,270","87.76%","92.54%"
"Deer Lodge","Montana","64,237","87.79%","92.57%"
"Jefferson","Georgia","64,222","87.82%","92.59%"
"Halifax","Virginia","64,146","87.85%","92.61%"
"Comanche","Kansas","64,129","87.88%","92.64%"
"Floyd","Kentucky","64,123","87.91%","92.66%"
"Ritchie","West Virginia","64,123","87.94%","92.68%"
"Menifee","Kentucky","64,037","87.98%","92.71%"
"Tishomingo","Mississippi","64,019","88.01%","92.73%"
"Grayson","Virginia","64,012","88.04%","92.75%"
"Smith","Mississippi","63,988","88.07%","92.78%"
"Claiborne","Tennessee","63,952","88.1%","92.8%"
"Weakley","Tennessee","63,928","88.13%","92.82%"
"Lincoln","West Virginia","63,916","88.16%","92.85%"
"Gurabo Municipio","Puerto Rico","63,916","88.19%","92.87%"
"Lawrence","Arkansas","63,906","88.22%","92.89%"
"Harrison","Missouri","63,860","88.25%","92.92%"
"McIntosh","Oklahoma","63,753","88.28%","92.94%"
"Terrell","Texas","63,741","88.32%","92.96%"
"Pemiscot","Missouri","63,715","88.35%","92.98%"
"Glacier","Montana","63,713","88.38%","93.01%"
"Willacy","Texas","63,701","88.41%","93.03%"
"Wayne","Mississippi","63,668","88.44%","93.05%"
"Benton","Tennessee","63,604","88.47%","93.08%"
"Dougherty","Georgia","63,592","88.5%","93.1%"
"Calhoun","Florida","63,582","88.53%","93.12%"
"La Salle","Texas","63,560","88.56%","93.15%"
"Jackson","Tennessee","63,542","88.59%","93.17%"
"Scott","Virginia","63,469","88.62%","93.19%"
"Drew","Arkansas","63,455","88.66%","93.22%"
"Shoshone","Idaho","63,447","88.69%","93.24%"
"Clay","Arkansas","63,441","88.72%","93.26%"
"Jackson","Florida","63,425","88.75%","93.28%"
"Ouachita","Arkansas","63,323","88.78%","93.31%"
"Choctaw","Alabama","63,315","88.81%","93.33%"
"Hidalgo","New Mexico","63,299","88.84%","93.35%"
"Lenoir","North Carolina","63,281","88.87%","93.38%"
"DeSoto","Florida","63,257","88.9%","93.4%"
"Roane","West Virginia","63,208","88.93%","93.42%"
"Scott","Mississippi","63,183","88.96%","93.44%"
"Clay","Georgia","63,155","89%","93.47%"
"Cocke","Tennessee","63,075","89.03%","93.49%"
"Kusilvak Census Area","Alaska","63,070","89.06%","93.51%"
"Coffee","Georgia","63,068","89.09%","93.54%"
"Iosco","Michigan","63,001","89.12%","93.56%"
"Glades","Florida","62,991","89.15%","93.58%"
"Bristol city","Virginia","62,955","89.18%","93.61%"
"Franklin","Mississippi","62,898","89.21%","93.63%"
"Red River","Texas","62,897","89.24%","93.65%"
"St. Landry Parish","Louisiana","62,849","89.27%","93.67%"
"Mineral","Nevada","62,799","89.3%","93.7%"
"Oscoda","Michigan","62,776","89.34%","93.72%"
"Bledsoe","Tennessee","62,764","89.37%","93.74%"
"Howard","Arkansas","62,736","89.4%","93.76%"
"Clarke","Mississippi","62,727","89.43%","93.79%"
"Emanuel","Georgia","62,724","89.46%","93.81%"
"Torrance","New Mexico","62,661","89.49%","93.83%"
"Panola","Mississippi","62,656","89.52%","93.86%"
"Shannon","Missouri","62,622","89.55%","93.88%"
"Petersburg city","Virginia","62,609","89.58%","93.9%"
"Brantley","Georgia","62,571","89.61%","93.92%"
"Hall","Texas","62,557","89.64%","93.95%"
"Red River Parish","Louisiana","62,550","89.68%","93.97%"
"Barbour","West Virginia","62,548","89.71%","93.99%"
"Nicholas","Kentucky","62,452","89.74%","94.01%"
"Poinsett","Arkansas","62,397","89.77%","94.04%"
"San Miguel","New Mexico","62,393","89.8%","94.06%"
"Wyoming","West Virginia","62,383","89.83%","94.08%"
"Montgomery","Mississippi","62,379","89.86%","94.1%"
"Wilcox","Georgia","62,360","89.89%","94.13%"
"Ottawa","Oklahoma","62,303","89.92%","94.15%"
"Decatur","Tennessee","62,272","89.95%","94.17%"
"Lawrence","Kentucky","62,255","89.98%","94.2%"
"Bradley","Arkansas","62,232","90.02%","94.22%"
"Halifax","North Carolina","62,150","90.05%","94.24%"
"Garden","Nebraska","62,118","90.08%","94.26%"
"Whitley","Kentucky","62,066","90.11%","94.29%"
"Bolivar","Mississippi","62,065","90.14%","94.31%"
"Barnwell","South Carolina","62,036","90.17%","94.33%"
"Danville city","Virginia","62,024","90.2%","94.35%"
"Gilmer","West Virginia","61,984","90.23%","94.38%"
"Taylor","Georgia","61,978","90.26%","94.4%"
"Sumter","Georgia","61,974","90.29%","94.42%"
"Marion","Arkansas","61,967","90.32%","94.44%"
"Lake","Michigan","61,941","90.36%","94.47%"
"Montmorency","Michigan","61,899","90.39%","94.49%"
"Baca","Colorado","61,863","90.42%","94.51%"
"Perry","Mississippi","61,862","90.45%","94.53%"
"Hooker","Nebraska","61,851","90.48%","94.55%"
"Hale","Alabama","61,740","90.51%","94.58%"
"Holmes","Florida","61,718","90.54%","94.6%"
"Macon","Alabama","61,698","90.57%","94.62%"
"Wise","Virginia","61,657","90.6%","94.64%"
"Baylor","Texas","61,655","90.63%","94.67%"
"Forest","Pennsylvania","61,627","90.66%","94.69%"
"Baker","Georgia","61,584","90.7%","94.71%"
"Butler","Kentucky","61,584","90.73%","94.73%"
"Conecuh","Alabama","61,553","90.76%","94.76%"
"Grundy","Tennessee","61,536","90.79%","94.78%"
"Wheatland","Montana","61,451","90.82%","94.8%"
"Powell","Kentucky","61,387","90.85%","94.82%"
"Orangeburg","South Carolina","61,346","90.88%","94.85%"
"Choctaw","Oklahoma","61,345","90.91%","94.87%"
"Izard","Arkansas","61,320","90.94%","94.89%"
"Evangeline Parish","Louisiana","61,320","90.97%","94.91%"
"Johnson","Arkansas","61,307","91%","94.93%"
"Dixie","Florida","61,155","91.04%","94.96%"
"Hardeman","Tennessee","61,126","91.07%","94.98%"
"Jackson Parish","Louisiana","61,119","91.1%","95%"
"Appling","Georgia","60,995","91.13%","95.02%"
"Haywood","Tennessee","60,977","91.16%","95.05%"
"St. Helena Parish","Louisiana","60,962","91.19%","95.07%"
"Martin","North Carolina","60,917","91.22%","95.09%"
"Van Buren","Arkansas","60,906","91.25%","95.11%"
"Jim Hogg","Texas","60,903","91.28%","95.13%"
"Madison","Florida","60,900","91.31%","95.16%"
"Greene","North Carolina","60,861","91.34%","95.18%"
"Texas","Missouri","60,833","91.38%","95.2%"
"Telfair","Georgia","60,824","91.41%","95.22%"
"Jackson","Arkansas","60,764","91.44%","95.24%"
"Jeff Davis","Georgia","60,733","91.47%","95.27%"
"Catahoula Parish","Louisiana","60,724","91.5%","95.29%"
"Lee","Arkansas","60,647","91.53%","95.31%"
"Meigs","Ohio","60,628","91.56%","95.33%"
"Ware","Georgia","60,583","91.59%","95.35%"
"McKinley","New Mexico","60,554","91.62%","95.38%"
"Gadsden","Florida","60,499","91.65%","95.4%"
"Lamar","Alabama","60,489","91.68%","95.42%"
"Ashley","Arkansas","60,457","91.72%","95.44%"
"Lee","Virginia","60,434","91.75%","95.46%"
"Pike","Kentucky","60,376","91.78%","95.49%"
"St. Clair","Missouri","60,329","91.81%","95.51%"
"Wilkinson","Georgia","60,298","91.84%","95.53%"
"Cochran","Texas","60,297","91.87%","95.55%"
"Duval","Texas","60,248","91.9%","95.57%"
"Dallas","Arkansas","60,225","91.93%","95.59%"
"Swisher","Texas","60,217","91.96%","95.62%"
"Escambia","Alabama","60,177","91.99%","95.64%"
"Robeson","North Carolina","60,160","92.02%","95.66%"
"Pickett","Tennessee","60,117","92.06%","95.68%"
"Latimer","Oklahoma","60,087","92.09%","95.7%"
"Johnson","Kentucky","60,016","92.12%","95.73%"
"Seminole","Oklahoma","60,002","92.15%","95.75%"
"Esmeralda","Nevada","59,957","92.18%","95.77%"
"Morehouse Parish","Louisiana","59,950","92.21%","95.79%"
"Dorado Municipio","Puerto Rico","59,942","92.24%","95.81%"
"Casey","Kentucky","59,897","92.27%","95.83%"
"Hampton","South Carolina","59,862","92.3%","95.86%"
"Chattooga","Georgia","59,859","92.33%","95.88%"
"Yalobusha","Mississippi","59,840","92.36%","95.9%"
"Wright","Missouri","59,814","92.4%","95.92%"
"Reynolds","Missouri","59,796","92.43%","95.94%"
"Green","Kentucky","59,759","92.46%","95.96%"
"Alexander","Illinois","59,752","92.49%","95.99%"
"Bennett","South Dakota","59,699","92.52%","96.01%"
"Chicot","Arkansas","59,697","92.55%","96.03%"
"Summers","West Virginia","59,666","92.58%","96.05%"
"Buchanan","Virginia","59,584","92.61%","96.07%"
"Metcalfe","Kentucky","59,577","92.64%","96.09%"
"Washington","North Carolina","59,553","92.67%","96.12%"
"Taliaferro","Georgia","59,531","92.7%","96.14%"
"Cameron","Pennsylvania","59,531","92.74%","96.16%"
"Richmond","North Carolina","59,517","92.77%","96.18%"
"Kiowa","Oklahoma","59,504","92.8%","96.2%"
"St. Francis","Arkansas","59,402","92.83%","96.22%"
"Avoyelles Parish","Louisiana","59,386","92.86%","96.25%"
"Dickenson","Virginia","59,352","92.89%","96.27%"
"Jasper","Mississippi","59,344","92.92%","96.29%"
"Pushmataha","Oklahoma","59,089","92.95%","96.31%"
"Sharkey","Mississippi","58,845","92.98%","96.33%"
"Humphreys","Mississippi","58,836","93.01%","96.35%"
"Calhoun","Mississippi","58,792","93.04%","96.37%"
"Union","South Carolina","58,786","93.08%","96.4%"
"Lewis","Kentucky","58,763","93.11%","96.42%"
"Hughes","Oklahoma","58,738","93.14%","96.44%"
"Anson","North Carolina","58,710","93.17%","96.46%"
"Mellette","South Dakota","58,700","93.2%","96.48%"
"Turner","Georgia","58,694","93.23%","96.5%"
"Newton","Texas","58,670","93.26%","96.52%"
"Adair","Oklahoma","58,562","93.29%","96.54%"
"Adams","Mississippi","58,556","93.32%","96.57%"
"Oregon","Missouri","58,556","93.35%","96.59%"
"Bent","Colorado","58,522","93.38%","96.61%"
"Clark","Idaho","58,492","93.42%","96.63%"
"Washington","Mississippi","58,434","93.45%","96.65%"
"Lowndes","Alabama","58,417","93.48%","96.67%"
"Webster","Georgia","58,415","93.51%","96.69%"
"Lee","South Carolina","58,286","93.54%","96.71%"
"Webster Parish","Louisiana","58,262","93.57%","96.73%"
"Ripley","Missouri","58,240","93.6%","96.76%"
"Atkinson","Georgia","58,228","93.63%","96.78%"
"Leflore","Mississippi","58,150","93.66%","96.8%"
"Mississippi","Missouri","58,113","93.69%","96.82%"
"Starr","Texas","58,105","93.72%","96.84%"
"Warren","Georgia","58,075","93.76%","96.86%"
"Wayne","Missouri","57,999","93.79%","96.88%"
"Clay","West Virginia","57,968","93.82%","96.9%"
"De Baca","New Mexico","57,939","93.85%","96.92%"
"Bienville Parish","Louisiana","57,923","93.88%","96.95%"
"Crowley","Colorado","57,856","93.91%","96.97%"
"Catron","New Mexico","57,834","93.94%","96.99%"
"Letcher","Kentucky","57,823","93.97%","97.01%"
"Hancock","Tennessee","57,797","94%","97.03%"
"Williamsburg","South Carolina","57,757","94.03%","97.05%"
"Tyrrell","North Carolina","57,746","94.06%","97.07%"
"Estill","Kentucky","57,737","94.1%","97.09%"
"Costilla","Colorado","57,688","94.13%","97.11%"
"Pike","Mississippi","57,646","94.16%","97.13%"
"Piute","Utah","57,584","94.19%","97.15%"
"Clay","Mississippi","57,551","94.22%","97.18%"
"Dillon","South Carolina","57,551","94.25%","97.2%"
"Webster","West Virginia","57,478","94.28%","97.22%"
"Concordia Parish","Louisiana","57,433","94.31%","97.24%"
"Monroe","Arkansas","57,347","94.34%","97.26%"
"Monroe","Alabama","57,308","94.37%","97.28%"
"Apache","Arizona","57,306","94.4%","97.3%"
"Clinton","Kentucky","57,203","94.44%","97.32%"
"Scott","Arkansas","57,192","94.47%","97.34%"
"Hudspeth","Texas","57,117","94.5%","97.36%"
"Jenkins","Georgia","56,984","94.53%","97.38%"
"Braxton","West Virginia","56,895","94.56%","97.4%"
"Pulaski","Illinois","56,889","94.59%","97.42%"
"Fentress","Tennessee","56,885","94.62%","97.45%"
"Jefferson Davis","Mississippi","56,805","94.65%","97.47%"
"Calhoun","West Virginia","56,805","94.68%","97.49%"
"Zapata","Texas","56,798","94.71%","97.51%"
"Tunica","Mississippi","56,787","94.74%","97.53%"
"Yazoo","Mississippi","56,767","94.78%","97.55%"
"Hancock","Georgia","56,721","94.81%","97.57%"
"Madison Parish","Louisiana","56,560","94.84%","97.59%"
"Wilcox","Alabama","56,527","94.87%","97.61%"
"Hamilton","Florida","56,421","94.9%","97.63%"
"Dimmit","Texas","56,336","94.93%","97.65%"
"Kemper","Mississippi","56,293","94.96%","97.67%"
"Ben Hill","Georgia","56,280","94.99%","97.69%"
"Clay","Kentucky","56,278","95.02%","97.71%"
"Norton city","Virginia","56,274","95.05%","97.73%"
"Benton","Mississippi","55,959","95.09%","97.75%"
"Clay","Tennessee","55,826","95.12%","97.77%"
"Bamberg","South Carolina","55,753","95.15%","97.79%"
"Pocahontas","West Virginia","55,746","95.18%","97.81%"
"Scott","Tennessee","55,691","95.21%","97.83%"
"Tallahatchie","Mississippi","55,647","95.24%","97.85%"
"Dallas","Alabama","55,600","95.27%","97.87%"
"Zavala","Texas","55,486","95.3%","97.89%"
"Wheeler","Georgia","55,443","95.33%","97.91%"
"Quay","New Mexico","55,437","95.36%","97.93%"
"Holmes","Mississippi","55,138","95.39%","97.95%"
"Sunflower","Mississippi","55,026","95.43%","97.97%"
"Buffalo","South Dakota","54,977","95.46%","97.99%"
"Coahoma","Mississippi","54,806","95.49%","98.01%"
"Elliott","Kentucky","54,636","95.52%","98.03%"
"Phillips","Arkansas","54,537","95.55%","98.05%"
"Covington city","Virginia","54,455","95.58%","98.07%"
"Mingo","West Virginia","54,389","95.61%","98.09%"
"Trujillo Alto Municipio","Puerto Rico","54,377","95.64%","98.11%"
"Fulton","Arkansas","54,372","95.67%","98.13%"
"Breathitt","Kentucky","54,263","95.7%","98.15%"
"Chickasaw","Mississippi","54,166","95.73%","98.17%"
"Jackson","Kentucky","54,146","95.77%","98.19%"
"Knott","Kentucky","54,045","95.8%","98.21%"
"Allendale","South Carolina","54,043","95.83%","98.23%"
"Hyde","North Carolina","53,886","95.86%","98.25%"
"Quitman","Georgia","53,721","95.89%","98.27%"
"Claiborne","Mississippi","53,673","95.92%","98.29%"
"Luna","New Mexico","53,645","95.95%","98.31%"
"Leslie","Kentucky","53,558","95.98%","98.33%"
"Harlan","Kentucky","53,481","96.01%","98.35%"
"Stone","Arkansas","53,444","96.04%","98.37%"
"Jefferson","Mississippi","53,294","96.07%","98.39%"
"Culberson","Texas","53,258","96.11%","98.41%"
"Knox","Kentucky","53,217","96.14%","98.42%"
"Wilkinson","Mississippi","53,217","96.17%","98.44%"
"Searcy","Arkansas","53,052","96.2%","98.46%"
"Brooks","Texas","53,032","96.23%","98.48%"
"Presidio","Texas","52,927","96.26%","98.5%"
"Desha","Arkansas","52,920","96.29%","98.52%"
"Stewart","Georgia","52,615","96.32%","98.54%"
"Nevada","Arkansas","52,418","96.35%","98.56%"
"San Juan Municipio","Puerto Rico","52,349","96.38%","98.58%"
"Cumberland","Kentucky","52,251","96.41%","98.6%"
"Lafayette","Arkansas","51,942","96.45%","98.62%"
"Edwards","Texas","51,921","96.48%","98.63%"
"Claiborne Parish","Louisiana","51,822","96.51%","98.65%"
"Marion","South Carolina","51,626","96.54%","98.67%"
"Amite","Mississippi","51,253","96.57%","98.69%"
"Bullock","Alabama","51,121","96.6%","98.71%"
"Marlboro","South Carolina","50,984","96.63%","98.73%"
"Owsley","Kentucky","50,599","96.66%","98.75%"
"Sierra","New Mexico","50,519","96.69%","98.76%"
"Tensas Parish","Louisiana","50,490","96.72%","98.78%"
"Sumter","Alabama","50,405","96.75%","98.8%"
"Oglala Lakota","South Dakota","50,403","96.79%","98.82%"
"Lee","Kentucky","50,023","96.82%","98.84%"
"Jackson","South Dakota","49,471","96.85%","98.86%"
"Todd","South Dakota","48,924","96.88%","98.87%"
"East Carroll Parish","Louisiana","48,868","96.91%","98.89%"
"Lake","Tennessee","48,831","96.94%","98.91%"
"Caguas Municipio","Puerto Rico","48,795","96.97%","98.93%"
"Magoffin","Kentucky","48,749","97%","98.94%"
"Bell","Kentucky","48,307","97.03%","98.96%"
"Carolina Municipio","Puerto Rico","48,222","97.06%","98.98%"
"Noxubee","Mississippi","48,133","97.09%","99%"
"Greene","Alabama","48,047","97.13%","99.01%"
"Toa Alta Municipio","Puerto Rico","47,616","97.16%","99.03%"
"Quitman","Mississippi","47,613","97.19%","99.05%"
"Fulton","Kentucky","47,503","97.22%","99.07%"
"McCreary","Kentucky","47,136","97.25%","99.08%"
"Hickory","Missouri","47,120","97.28%","99.1%"
"Canóvanas Municipio","Puerto Rico","44,882","97.31%","99.12%"
"Randolph","Georgia","43,795","97.34%","99.13%"
"Bayamón Municipio","Puerto Rico","43,252","97.37%","99.15%"
"Perry","Alabama","42,730","97.4%","99.16%"
"Vega Alta Municipio","Puerto Rico","42,454","97.43%","99.18%"
"McDowell","West Virginia","41,736","97.47%","99.19%"
"Cayey Municipio","Puerto Rico","41,574","97.5%","99.21%"
"Toa Baja Municipio","Puerto Rico","40,748","97.53%","99.22%"
"Humacao Municipio","Puerto Rico","40,664","97.56%","99.24%"
"Culebra Municipio","Puerto Rico","39,570","97.59%","99.25%"
"Issaquena","Mississippi","39,443","97.62%","99.27%"
"Cidra Municipio","Puerto Rico","39,342","97.65%","99.28%"
"Las Piedras Municipio","Puerto Rico","38,659","97.68%","99.3%"
"Hatillo Municipio","Puerto Rico","38,612","97.71%","99.31%"
