"county","state","household_count","cum_county","cum_population"
"Adair","Iowa","3,260","80.96%","99.17%"
"Gallatin","Kentucky","3,250","80.99%","99.17%"
"Clearwater","Minnesota","3,245","81.02%","99.17%"
"Johnson","Georgia","3,235","81.05%","99.18%"
"Knox","Nebraska","3,235","81.08%","99.18%"
"Coleman","Texas","3,230","81.11%","99.18%"
"Lewis","Missouri","3,216","81.14%","99.18%"
"Merrick","Nebraska","3,210","81.17%","99.19%"
"Kemper","Mississippi","3,209","81.21%","99.19%"
"Major","Oklahoma","3,201","81.24%","99.19%"
"Clay","Tennessee","3,201","81.27%","99.19%"
"Perry","Alabama","3,195","81.3%","99.2%"
"Worth","Iowa","3,195","81.33%","99.2%"
"Kane","Utah","3,192","81.36%","99.2%"
"Houston","Tennessee","3,190","81.39%","99.2%"
"Atkinson","Georgia","3,189","81.42%","99.21%"
"Parmer","Texas","3,183","81.45%","99.21%"
"Davis","Iowa","3,169","81.48%","99.21%"
"Allendale","South Carolina","3,163","81.51%","99.21%"
"Tyler","West Virginia","3,151","81.55%","99.22%"
"Harney","Oregon","3,141","81.58%","99.22%"
"Ferry","Washington","3,138","81.61%","99.22%"
"Hamilton","Texas","3,134","81.64%","99.22%"
"Telfair","Georgia","3,123","81.67%","99.23%"
"Ballard","Kentucky","3,121","81.7%","99.23%"
"Jefferson","Nebraska","3,114","81.73%","99.23%"
"Conejos","Colorado","3,112","81.76%","99.23%"
"Thomas","Kansas","3,101","81.79%","99.24%"
"Russell","Kansas","3,099","81.82%","99.24%"
"Greensville","Virginia","3,092","81.85%","99.24%"
"Pocahontas","West Virginia","3,092","81.89%","99.24%"
"Kingman","Kansas","3,088","81.92%","99.25%"
"Pocahontas","Iowa","3,084","81.95%","99.25%"
"Grand Isle","Vermont","3,078","81.98%","99.25%"
"Gilpin","Colorado","3,076","82.01%","99.25%"
"Catahoula Parish","Louisiana","3,076","82.04%","99.26%"
"McCulloch","Texas","3,072","82.07%","99.26%"
"Daviess","Missouri","3,071","82.1%","99.26%"
"Rosebud","Montana","3,069","82.13%","99.26%"
"Jenkins","Georgia","3,067","82.16%","99.27%"
"Harrison","Missouri","3,064","82.19%","99.27%"
"Taylor","Georgia","3,061","82.23%","99.27%"
"Searcy","Arkansas","3,052","82.26%","99.27%"
"Pepin","Wisconsin","3,050","82.29%","99.27%"
"Newton","Arkansas","3,049","82.32%","99.28%"
"Decatur","Iowa","3,049","82.35%","99.28%"
"Perry","Tennessee","3,040","82.38%","99.28%"
"Dade","Missouri","3,038","82.41%","99.28%"
"Greene","Alabama","3,037","82.44%","99.29%"
"Benton","Mississippi","3,027","82.47%","99.29%"
"Montgomery","Georgia","3,021","82.5%","99.29%"
"Madison Parish","Louisiana","3,020","82.53%","99.29%"
"San Augustine","Texas","3,017","82.57%","99.3%"
"Dimmit","Texas","3,010","82.6%","99.3%"
"Charles Mix","South Dakota","3,006","82.63%","99.3%"
"Humphreys","Mississippi","3,003","82.66%","99.3%"
"Red River Parish","Louisiana","3,002","82.69%","99.31%"
"Ida","Iowa","2,994","82.72%","99.31%"
"Duval","Texas","2,992","82.75%","99.31%"
"Monroe","Iowa","2,991","82.78%","99.31%"
"Grant","South Dakota","2,989","82.81%","99.31%"
"Roosevelt","Montana","2,988","82.84%","99.32%"
"Ontonagon","Michigan","2,978","82.87%","99.32%"
"Lincoln","Georgia","2,976","82.91%","99.32%"
"Clay","West Virginia","2,960","82.94%","99.32%"
"Lake","Colorado","2,959","82.97%","99.33%"
"Pembina","North Dakota","2,959","83%","99.33%"
"Valley","Montana","2,958","83.03%","99.33%"
"Marion","Georgia","2,950","83.06%","99.33%"
"Franklin","Mississippi","2,949","83.09%","99.34%"
"Iron","Wisconsin","2,949","83.12%","99.34%"
"Charles City","Virginia","2,947","83.15%","99.34%"
"Hutchinson","South Dakota","2,944","83.18%","99.34%"
"Richmond","Virginia","2,931","83.21%","99.34%"
"Jack","Texas","2,915","83.25%","99.35%"
"Kit Carson","Colorado","2,914","83.28%","99.35%"
"Van Buren","Iowa","2,898","83.31%","99.35%"
"Crook","Wyoming","2,891","83.34%","99.35%"
"Broadwater","Montana","2,888","83.37%","99.36%"
"Brooks","Texas","2,884","83.4%","99.36%"
"Lac qui Parle","Minnesota","2,881","83.43%","99.36%"
"Burt","Nebraska","2,867","83.46%","99.36%"
"Rappahannock","Virginia","2,861","83.49%","99.36%"
"Pierce","Nebraska","2,859","83.52%","99.37%"
"Tucker","West Virginia","2,855","83.55%","99.37%"
"Hancock","Georgia","2,852","83.59%","99.37%"
"Union","Indiana","2,852","83.62%","99.37%"
"Twiggs","Georgia","2,849","83.65%","99.38%"
"Webster","West Virginia","2,838","83.68%","99.38%"
"Huerfano","Colorado","2,836","83.71%","99.38%"
"Claiborne","Mississippi","2,836","83.74%","99.38%"
"Las Marías Municipio","Puerto Rico","2,822","83.77%","99.38%"
"Monroe","Arkansas","2,819","83.8%","99.39%"
"King and Queen","Virginia","2,814","83.83%","99.39%"
"Nemaha","Nebraska","2,812","83.86%","99.39%"
"Shannon","Missouri","2,802","83.89%","99.39%"
"Goliad","Texas","2,800","83.93%","99.4%"
"Cleveland","Arkansas","2,793","83.96%","99.4%"
"Nome Census Area","Alaska","2,786","83.99%","99.4%"
"Winkler","Texas","2,781","84.02%","99.4%"
"Pleasants","West Virginia","2,779","84.05%","99.4%"
"Hancock","Tennessee","2,773","84.08%","99.41%"
"Fremont","Iowa","2,760","84.11%","99.41%"
"Surry","Virginia","2,755","84.14%","99.41%"
"Weston","Wyoming","2,754","84.17%","99.41%"
"Woodruff","Arkansas","2,753","84.2%","99.41%"
"Nicholas","Kentucky","2,745","84.23%","99.42%"
"Schuyler","Illinois","2,732","84.27%","99.42%"
"Oglala Lakota","South Dakota","2,731","84.3%","99.42%"
"Kearney","Nebraska","2,730","84.33%","99.42%"
"Essex","Vermont","2,729","84.36%","99.43%"
"Galax city","Virginia","2,729","84.39%","99.43%"
"Power","Idaho","2,708","84.42%","99.43%"
"Cook","Minnesota","2,700","84.45%","99.43%"
"Bottineau","North Dakota","2,695","84.48%","99.43%"
"Wilkin","Minnesota","2,691","84.51%","99.44%"
"Antelope","Nebraska","2,687","84.54%","99.44%"
"Chugach Census Area","Alaska","2,679","84.57%","99.44%"
"Norman","Minnesota","2,676","84.61%","99.44%"
"Doniphan","Kansas","2,670","84.64%","99.44%"
"Vieques Municipio","Puerto Rico","2,663","84.67%","99.45%"
"Henderson","Illinois","2,662","84.7%","99.45%"
"Chariton","Missouri","2,655","84.73%","99.45%"
"Tillman","Oklahoma","2,655","84.76%","99.45%"
"Edwards","Illinois","2,653","84.79%","99.45%"
"Quitman","Mississippi","2,653","84.82%","99.46%"
"Randolph","Georgia","2,644","84.85%","99.46%"
"Lee","Arkansas","2,641","84.88%","99.46%"
"Moore","Tennessee","2,638","84.91%","99.46%"
"Lafayette","Florida","2,619","84.95%","99.46%"
"Wabaunsee","Kansas","2,616","84.98%","99.47%"
"Yoakum","Texas","2,616","85.01%","99.47%"
"Buena Vista city","Virginia","2,611","85.04%","99.47%"
"Osceola","Iowa","2,606","85.07%","99.47%"
"Lee","Kentucky","2,606","85.1%","99.47%"
"Greenwood","Kansas","2,604","85.13%","99.48%"
"Rio Blanco","Colorado","2,587","85.16%","99.48%"
"Ohio","Indiana","2,567","85.19%","99.48%"
"Mitchell","Kansas","2,567","85.22%","99.48%"
"Lafayette","Arkansas","2,564","85.26%","99.48%"
"Mitchell","Texas","2,561","85.29%","99.49%"
"Liberty","Florida","2,554","85.32%","99.49%"
"Wayne","Iowa","2,554","85.35%","99.49%"
"Wolfe","Kentucky","2,545","85.38%","99.49%"
"Sullivan","Pennsylvania","2,536","85.41%","99.49%"
"Talbot","Georgia","2,532","85.44%","99.5%"
"Audubon","Iowa","2,525","85.47%","99.5%"
"Grant","Minnesota","2,521","85.5%","99.5%"
"Ouray","Colorado","2,514","85.53%","99.5%"
"East Carroll Parish","Louisiana","2,508","85.56%","99.5%"
"Wilcox","Georgia","2,504","85.6%","99.51%"
"Moody","South Dakota","2,504","85.63%","99.51%"
"Morris","Kansas","2,499","85.66%","99.51%"
"Fulton","Kentucky","2,494","85.69%","99.51%"
"Howard","Nebraska","2,494","85.72%","99.51%"
"Covington city","Virginia","2,493","85.75%","99.52%"
"Miller","Georgia","2,482","85.78%","99.52%"
"Clay","Nebraska","2,475","85.81%","99.52%"
"Todd","South Dakota","2,474","85.84%","99.52%"
"Putnam","Illinois","2,473","85.87%","99.52%"
"Taylor","Iowa","2,471","85.9%","99.53%"
"Clinch","Georgia","2,470","85.94%","99.53%"
"Van Buren","Tennessee","2,462","85.97%","99.53%"
"Spink","South Dakota","2,453","86%","99.53%"
"Swisher","Texas","2,453","86.03%","99.53%"
"Teton","Montana","2,452","86.06%","99.54%"
"Custer","Colorado","2,448","86.09%","99.54%"
"Lincoln","Minnesota","2,435","86.12%","99.54%"
"Caribou","Idaho","2,430","86.15%","99.54%"
"Cumberland","Kentucky","2,430","86.18%","99.54%"
"Castro","Texas","2,427","86.21%","99.54%"
"Bon Homme","South Dakota","2,426","86.24%","99.55%"
"Dallas","Arkansas","2,425","86.28%","99.55%"
"Pawnee","Kansas","2,415","86.31%","99.55%"
"Doddridge","West Virginia","2,415","86.34%","99.55%"
"Luce","Michigan","2,404","86.37%","99.55%"
"Gentry","Missouri","2,402","86.4%","99.56%"
"Walworth","South Dakota","2,396","86.43%","99.56%"
"Calhoun","West Virginia","2,391","86.46%","99.56%"
"Menifee","Kentucky","2,387","86.49%","99.56%"
"Beaver","Utah","2,386","86.52%","99.56%"
"Fillmore","Nebraska","2,382","86.55%","99.57%"
"Grant","Kansas","2,377","86.58%","99.57%"
"Ottawa","Kansas","2,377","86.62%","99.57%"
"Shelby","Missouri","2,374","86.65%","99.57%"
"Dallam","Texas","2,373","86.68%","99.57%"
"Jefferson","Mississippi","2,372","86.71%","99.57%"
"Refugio","Texas","2,372","86.74%","99.58%"
"Washington","Kansas","2,371","86.77%","99.58%"
"Sherman","Kansas","2,358","86.8%","99.58%"
"Prince of Wales-Hyder Census Area","Alaska","2,348","86.83%","99.58%"
"Powell","Montana","2,348","86.86%","99.58%"
"Bland","Virginia","2,345","86.89%","99.59%"
"Day","South Dakota","2,343","86.92%","99.59%"
"Presidio","Texas","2,340","86.96%","99.59%"
"Ellsworth","Kansas","2,329","86.99%","99.59%"
"Yukon-Koyukuk Census Area","Alaska","2,317","87.02%","99.59%"
"Reynolds","Missouri","2,312","87.05%","99.59%"
"Southeast Fairbanks Census Area","Alaska","2,311","87.08%","99.6%"
"Bear Lake","Idaho","2,308","87.11%","99.6%"
"Treutlen","Georgia","2,307","87.14%","99.6%"
"Ransom","North Dakota","2,305","87.17%","99.6%"
"Carson","Texas","2,302","87.2%","99.6%"
"Pendleton","West Virginia","2,299","87.23%","99.61%"
"Blaine","Montana","2,297","87.26%","99.61%"
"Lander","Nevada","2,296","87.3%","99.61%"
"Atchison","Missouri","2,295","87.33%","99.61%"
"Stark","Illinois","2,289","87.36%","99.61%"
"Elliott","Kentucky","2,289","87.39%","99.61%"
"Stanton","Nebraska","2,289","87.42%","99.62%"
"Clark","Missouri","2,265","87.45%","99.62%"
"McHenry","North Dakota","2,265","87.48%","99.62%"
"Tripp","South Dakota","2,265","87.51%","99.62%"
"Bailey","Texas","2,250","87.54%","99.62%"
"Pondera","Montana","2,240","87.57%","99.62%"
"Dixon","Nebraska","2,237","87.6%","99.63%"
"Cherry","Nebraska","2,229","87.64%","99.63%"
"Cameron","Pennsylvania","2,229","87.67%","99.63%"
"Gilmer","West Virginia","2,228","87.7%","99.63%"
"Emporia city","Virginia","2,219","87.73%","99.63%"
"McCook","South Dakota","2,218","87.76%","99.64%"
"Chouteau","Montana","2,212","87.79%","99.64%"
"North Slope Borough","Alaska","2,205","87.82%","99.64%"
"Harper","Kansas","2,205","87.85%","99.64%"
"Boone","Nebraska","2,202","87.88%","99.64%"
"Scott","Kansas","2,190","87.91%","99.64%"
"Phillips","Kansas","2,182","87.94%","99.65%"
"Hamlin","South Dakota","2,181","87.98%","99.65%"
"Big Stone","Minnesota","2,179","88.01%","99.65%"
"Childress","Texas","2,174","88.04%","99.65%"
"Jefferson","Oklahoma","2,160","88.07%","99.65%"
"Rooks","Kansas","2,142","88.1%","99.65%"
"Mineral","Montana","2,132","88.13%","99.66%"
"Musselshell","Montana","2,131","88.16%","99.66%"
"Sheridan","Nebraska","2,122","88.19%","99.66%"
"Hyde","North Carolina","2,115","88.22%","99.66%"
"Hamilton","New York","2,111","88.25%","99.66%"
"Florence","Wisconsin","2,110","88.28%","99.66%"
"Haskell","Texas","2,108","88.32%","99.67%"
"Pickett","Tennessee","2,106","88.35%","99.67%"
"Gallatin","Illinois","2,096","88.38%","99.67%"
"Delta","Texas","2,095","88.41%","99.67%"
"San Saba","Texas","2,095","88.44%","99.67%"
"Thayer","Nebraska","2,082","88.47%","99.67%"
"Hot Springs","Wyoming","2,079","88.5%","99.68%"
"Gray","Kansas","2,078","88.53%","99.68%"
"Wirt","West Virginia","2,071","88.56%","99.68%"
"Washington","Colorado","2,070","88.59%","99.68%"
"Coal","Oklahoma","2,070","88.62%","99.68%"
"Lynn","Texas","2,066","88.66%","99.68%"
"Lexington city","Virginia","2,061","88.69%","99.68%"
"Polk","Nebraska","2,058","88.72%","99.69%"
"Cotton","Oklahoma","2,051","88.75%","99.69%"
"Sullivan","Missouri","2,040","88.78%","99.69%"
"Cameron Parish","Louisiana","2,034","88.81%","99.69%"
"Martin","Texas","2,033","88.84%","99.69%"
"Scott","Illinois","2,032","88.87%","99.69%"
"Kingsbury","South Dakota","2,031","88.9%","99.7%"
"Greer","Oklahoma","2,030","88.93%","99.7%"
"Garfield","Utah","2,027","88.96%","99.7%"
"Wahkiakum","Washington","2,026","89%","99.7%"
"Lake","Tennessee","2,022","89.03%","99.7%"
"Brown","Illinois","2,021","89.06%","99.7%"
"Furnas","Nebraska","2,006","89.09%","99.71%"
"Warren","Georgia","1,999","89.12%","99.71%"
"Republic","Kansas","1,994","89.15%","99.71%"
"Mora","New Mexico","1,991","89.18%","99.71%"
"Thurston","Nebraska","1,983","89.21%","99.71%"
"Crosby","Texas","1,974","89.24%","99.71%"
"Lincoln","Colorado","1,970","89.27%","99.71%"
"Carter","Missouri","1,965","89.3%","99.72%"
"Dickey","North Dakota","1,953","89.34%","99.72%"
"Forest","Pennsylvania","1,944","89.37%","99.72%"
"Floyd","Texas","1,939","89.4%","99.72%"
"Custer","Idaho","1,933","89.43%","99.72%"
"Oneida","Idaho","1,932","89.46%","99.72%"
"Brule","South Dakota","1,932","89.49%","99.73%"
"Benson","North Dakota","1,922","89.52%","99.73%"
"Norton","Kansas","1,917","89.55%","99.73%"
"Chattahoochee","Georgia","1,897","89.58%","99.73%"
"Columbia","Washington","1,892","89.61%","99.73%"
"Kusilvak Census Area","Alaska","1,891","89.64%","99.73%"
"Morrill","Nebraska","1,890","89.68%","99.73%"
"Alfalfa","Oklahoma","1,890","89.71%","99.74%"
"Carlisle","Kentucky","1,876","89.74%","99.74%"
"Bent","Colorado","1,875","89.77%","99.74%"
"Putnam","Missouri","1,874","89.8%","99.74%"
"Storey","Nevada","1,874","89.83%","99.74%"
"Mahnomen","Minnesota","1,871","89.86%","99.74%"
"Ringgold","Iowa","1,869","89.89%","99.74%"
"Pulaski","Illinois","1,862","89.92%","99.75%"
"Phillips","Colorado","1,859","89.95%","99.75%"
"Kimble","Texas","1,858","89.98%","99.75%"
"Wheeler","Texas","1,849","90.02%","99.75%"
"Pershing","Nevada","1,847","90.05%","99.75%"
"Mills","Texas","1,845","90.08%","99.75%"
"Pierce","North Dakota","1,840","90.11%","99.75%"
"Lincoln","Idaho","1,836","90.14%","99.76%"
"Hansford","Texas","1,827","90.17%","99.76%"
"Alexander","Illinois","1,826","90.2%","99.76%"
"Toole","Montana","1,823","90.23%","99.76%"
"Valley","Nebraska","1,822","90.26%","99.76%"
"Nuckolls","Nebraska","1,819","90.29%","99.76%"
"Northwest Arctic Borough","Alaska","1,817","90.32%","99.76%"
"Maricao Municipio","Puerto Rico","1,809","90.36%","99.77%"
"Wells","North Dakota","1,808","90.39%","99.77%"
"Barber","Kansas","1,806","90.42%","99.77%"
"Deuel","South Dakota","1,800","90.45%","99.77%"
"Stevens","Kansas","1,789","90.48%","99.77%"
"Bath","Virginia","1,781","90.51%","99.77%"
"Phillips","Montana","1,769","90.54%","99.77%"
"Kittson","Minnesota","1,758","90.57%","99.78%"
"Stewart","Georgia","1,756","90.6%","99.78%"
"Adams","Idaho","1,752","90.63%","99.78%"
"Craig","Virginia","1,752","90.66%","99.78%"
"Johnson","Nebraska","1,750","90.7%","99.78%"
"Sargent","North Dakota","1,734","90.73%","99.78%"
"Mineral","Nevada","1,732","90.76%","99.78%"
"Holt","Missouri","1,722","90.79%","99.78%"
"LaMoure","North Dakota","1,712","90.82%","99.79%"
"Beaver","Oklahoma","1,695","90.85%","99.79%"
"La Salle","Texas","1,683","90.88%","99.79%"
"Dewey","South Dakota","1,681","90.91%","99.79%"
"Lake of the Woods","Minnesota","1,665","90.94%","99.79%"
"Crane","Texas","1,665","90.97%","99.79%"
"Red Lake","Minnesota","1,650","91%","99.79%"
"Marshall","South Dakota","1,646","91.04%","99.8%"
"Catron","New Mexico","1,645","91.07%","99.8%"
"Hickman","Kentucky","1,640","91.1%","99.8%"
"Gregory","South Dakota","1,635","91.13%","99.8%"
"Hartley","Texas","1,635","91.16%","99.8%"
"Tensas Parish","Louisiana","1,629","91.19%","99.8%"
"Schley","Georgia","1,627","91.22%","99.8%"
"Lincoln","Nevada","1,626","91.25%","99.8%"
"Osborne","Kansas","1,609","91.28%","99.81%"
"Stafford","Kansas","1,598","91.31%","99.81%"
"Dewey","Oklahoma","1,595","91.34%","99.81%"
"Baca","Colorado","1,593","91.38%","99.81%"
"Fisher","Texas","1,590","91.41%","99.81%"
"Edmunds","South Dakota","1,589","91.44%","99.81%"
"Calhoun","Arkansas","1,584","91.47%","99.81%"
"Smith","Kansas","1,578","91.5%","99.81%"
"Costilla","Colorado","1,574","91.53%","99.82%"
"Grant","Oklahoma","1,555","91.56%","99.82%"
"Norton city","Virginia","1,553","91.59%","99.82%"
"Mason","Texas","1,550","91.62%","99.82%"
"Baylor","Texas","1,548","91.65%","99.82%"
"Lewis","Idaho","1,546","91.68%","99.82%"
"Wheeler","Georgia","1,545","91.72%","99.82%"
"Scotland","Missouri","1,543","91.75%","99.82%"
"Cavalier","North Dakota","1,539","91.78%","99.82%"
"Kimball","Nebraska","1,531","91.81%","99.83%"
"Adams","Iowa","1,530","91.84%","99.83%"
"Emmons","North Dakota","1,516","91.87%","99.83%"
"Foster","North Dakota","1,515","91.9%","99.83%"
"Dunn","North Dakota","1,513","91.93%","99.83%"
"Calhoun","Georgia","1,508","91.96%","99.83%"
"Owsley","Kentucky","1,506","91.99%","99.83%"
"Union","New Mexico","1,504","92.02%","99.83%"
"Webster","Nebraska","1,503","92.06%","99.84%"
"Hidalgo","New Mexico","1,501","92.09%","99.84%"
"Sweet Grass","Montana","1,497","92.12%","99.84%"
"Meade","Kansas","1,496","92.15%","99.84%"
"Coke","Texas","1,489","92.18%","99.84%"
"Hardin","Illinois","1,484","92.21%","99.84%"
"Sheridan","Montana","1,470","92.24%","99.84%"
"Guadalupe","New Mexico","1,451","92.27%","99.84%"
"Ellis","Oklahoma","1,447","92.3%","99.84%"
"Chase","Nebraska","1,437","92.33%","99.85%"
"Garza","Texas","1,433","92.36%","99.85%"
"Tyrrell","North Carolina","1,426","92.4%","99.85%"
"Roger Mills","Oklahoma","1,423","92.43%","99.85%"
"Traverse","Minnesota","1,410","92.46%","99.85%"
"Sharkey","Mississippi","1,400","92.49%","99.85%"
"Haskell","Kansas","1,384","92.52%","99.85%"
"Dillingham Census Area","Alaska","1,383","92.55%","99.85%"
"Rush","Kansas","1,382","92.58%","99.85%"
"Granite","Montana","1,375","92.61%","99.86%"
"Decatur","Kansas","1,373","92.64%","99.86%"
"Hand","South Dakota","1,373","92.67%","99.86%"
"Hemphill","Texas","1,368","92.7%","99.86%"
"Kearny","Kansas","1,365","92.74%","99.86%"
"Pope","Illinois","1,364","92.77%","99.86%"
"Trego","Kansas","1,346","92.8%","99.86%"
"Nance","Nebraska","1,346","92.83%","99.86%"
"Menominee","Wisconsin","1,336","92.86%","99.86%"
"Crowley","Colorado","1,333","92.89%","99.86%"
"Shackelford","Texas","1,329","92.92%","99.87%"
"Upton","Texas","1,325","92.95%","99.87%"
"Clark","South Dakota","1,322","92.98%","99.87%"
"Petersburg Borough","Alaska","1,319","93.01%","99.87%"
"Chautauqua","Kansas","1,315","93.04%","99.87%"
"Hardeman","Texas","1,298","93.08%","99.87%"
"Nelson","North Dakota","1,295","93.11%","99.87%"
"Sherman","Nebraska","1,294","93.14%","99.87%"
"Franklin","Nebraska","1,290","93.17%","99.87%"
"Mercer","Missouri","1,288","93.2%","99.88%"
"Stanley","South Dakota","1,272","93.23%","99.88%"
"Jewell","Kansas","1,268","93.26%","99.88%"
"Knox","Texas","1,256","93.29%","99.88%"
"Harper","Oklahoma","1,255","93.32%","99.88%"
"Perkins","South Dakota","1,254","93.35%","99.88%"
"Schuyler","Missouri","1,251","93.38%","99.88%"
"Dolores","Colorado","1,238","93.42%","99.88%"
"Logan","Kansas","1,238","93.45%","99.88%"
"Bowman","North Dakota","1,237","93.48%","99.88%"
"Sutton","Texas","1,236","93.51%","99.88%"
"Woodson","Kansas","1,226","93.54%","99.89%"
"Calhoun","Illinois","1,222","93.57%","99.89%"
"Lincoln","Kansas","1,221","93.6%","99.89%"
"Jim Hogg","Texas","1,221","93.63%","99.89%"
"Knox","Missouri","1,214","93.66%","99.89%"
"Echols","Georgia","1,209","93.69%","99.89%"
"Brown","Nebraska","1,208","93.72%","99.89%"
"Sierra","California","1,206","93.76%","99.89%"
"Donley","Texas","1,203","93.79%","99.89%"
"Harlan","Nebraska","1,200","93.82%","99.89%"
"McIntosh","North Dakota","1,191","93.85%","99.9%"
"Edwards","Kansas","1,187","93.88%","99.9%"
"Cheyenne","Kansas","1,186","93.91%","99.9%"
"Lyman","South Dakota","1,185","93.94%","99.9%"
"Graham","Kansas","1,181","93.97%","99.9%"
"Kinney","Texas","1,180","94%","99.9%"
"Clay","Georgia","1,179","94.03%","99.9%"
"Crockett","Texas","1,176","94.06%","99.9%"
"Gove","Kansas","1,171","94.1%","99.9%"
"Rawlins","Kansas","1,166","94.13%","99.9%"
"Ness","Kansas","1,163","94.16%","99.9%"
"Perkins","Nebraska","1,162","94.19%","99.91%"
"Hall","Texas","1,158","94.22%","99.91%"
"Copper River Census Area","Alaska","1,146","94.25%","99.91%"
"Chase","Kansas","1,145","94.28%","99.91%"
"Fallon","Montana","1,145","94.31%","99.91%"
"Eddy","North Dakota","1,142","94.34%","99.91%"
"Niobrara","Wyoming","1,141","94.37%","99.91%"
"Hanson","South Dakota","1,134","94.4%","99.91%"
"Kidder","North Dakota","1,129","94.44%","99.91%"
"Hitchcock","Nebraska","1,125","94.47%","99.91%"
"Douglas","South Dakota","1,117","94.5%","99.91%"
"Baker","Georgia","1,114","94.53%","99.91%"
"Corson","South Dakota","1,112","94.56%","99.92%"
"Hettinger","North Dakota","1,107","94.59%","99.92%"
"Lipscomb","Texas","1,101","94.62%","99.92%"
"Keweenaw","Michigan","1,090","94.65%","99.92%"
"Wayne","Utah","1,085","94.68%","99.92%"
"Pawnee","Nebraska","1,077","94.71%","99.92%"
"Elk","Kansas","1,076","94.74%","99.92%"
"Grant","North Dakota","1,072","94.78%","99.92%"
"Sioux","North Dakota","1,067","94.81%","99.92%"
"Frontier","Nebraska","1,053","94.84%","99.92%"
"Garfield","Washington","1,052","94.87%","99.92%"
"Reagan","Texas","1,046","94.9%","99.92%"
"Glascock","Georgia","1,042","94.93%","99.93%"
"Aurora","South Dakota","1,042","94.96%","99.93%"
"Bennett","South Dakota","1,024","94.99%","99.93%"
"Sheridan","Kansas","1,022","95.02%","99.93%"
"Potter","South Dakota","1,021","95.05%","99.93%"
"Real","Texas","1,021","95.09%","99.93%"
"Adams","North Dakota","1,019","95.12%","99.93%"
"Butte","Idaho","1,017","95.15%","99.93%"
"Highland","Virginia","1,003","95.18%","99.93%"
"Sedgwick","Colorado","1,000","95.21%","99.93%"
"Aleutians East Borough","Alaska","998","95.24%","99.93%"
"Aleutians West Census Area","Alaska","977","95.27%","99.93%"
"Towner","North Dakota","958","95.3%","99.94%"
"Morton","Kansas","950","95.33%","99.94%"
"Harmon","Oklahoma","950","95.36%","99.94%"
"Cochran","Texas","949","95.39%","99.94%"
"Kiowa","Kansas","948","95.43%","99.94%"
"Collingsworth","Texas","947","95.46%","99.94%"
"Griggs","North Dakota","946","95.49%","99.94%"
"Greeley","Nebraska","941","95.52%","99.94%"
"Quitman","Georgia","935","95.55%","99.94%"
"Divide","North Dakota","935","95.58%","99.94%"
"Burke","North Dakota","931","95.61%","99.94%"
"Sanborn","South Dakota","929","95.64%","99.94%"
"Hoonah-Angoon Census Area","Alaska","922","95.67%","99.94%"
"Renville","North Dakota","922","95.7%","99.94%"
"Schleicher","Texas","919","95.73%","99.95%"
"Miner","South Dakota","916","95.77%","99.95%"
"Wrangell City and Borough","Alaska","912","95.8%","99.95%"
"Judith Basin","Montana","907","95.83%","99.95%"
"Haines Borough","Alaska","899","95.86%","99.95%"
"Meagher","Montana","897","95.89%","99.95%"
"McPherson","South Dakota","896","95.92%","99.95%"
"Wichita","Kansas","878","95.95%","99.95%"
"Gilliam","Oregon","869","95.98%","99.95%"
"Wheatland","Montana","865","96.01%","99.95%"
"Webster","Georgia","849","96.04%","99.95%"
"Concho","Texas","849","96.07%","99.95%"
"Hudspeth","Texas","847","96.11%","99.95%"
"Jeff Davis","Texas","847","96.14%","99.95%"
"Sherman","Texas","842","96.17%","99.95%"
"Faulk","South Dakota","836","96.2%","99.96%"
"Menard","Texas","833","96.23%","99.96%"
"Garden","Nebraska","827","96.26%","99.96%"
"Jerauld","South Dakota","827","96.29%","99.96%"
"Deuel","Nebraska","825","96.32%","99.96%"
"Stanton","Kansas","822","96.35%","99.96%"
"Comanche","Kansas","821","96.38%","99.96%"
"McCone","Montana","818","96.41%","99.96%"
"Rich","Utah","817","96.45%","99.96%"
"Clark","Kansas","813","96.48%","99.96%"
"Dundy","Nebraska","804","96.51%","99.96%"
"Worth","Missouri","798","96.54%","99.96%"
"Robertson","Kentucky","791","96.57%","99.96%"
"Boyd","Nebraska","784","96.6%","99.96%"
"Sherman","Oregon","784","96.63%","99.96%"
"Gosper","Nebraska","777","96.66%","99.96%"
"Logan","North Dakota","773","96.69%","99.97%"
"Hamilton","Kansas","770","96.72%","99.97%"
"Armstrong","Texas","754","96.75%","99.97%"
"Cheyenne","Colorado","751","96.79%","99.97%"
"Garfield","Nebraska","750","96.82%","99.97%"
"Jackson","South Dakota","740","96.85%","99.97%"
"Steele","North Dakota","731","96.88%","99.97%"
"De Baca","New Mexico","727","96.91%","99.97%"
"Oliver","North Dakota","727","96.94%","99.97%"
"Lane","Kansas","725","96.97%","99.97%"
"Ziebach","South Dakota","724","97%","99.97%"
"Daniels","Montana","716","97.03%","99.97%"
"Powder River","Montana","713","97.06%","99.97%"
"Campbell","South Dakota","704","97.09%","99.97%"
"Cimarron","Oklahoma","702","97.13%","99.97%"
"Culberson","Texas","702","97.16%","99.97%"
"Throckmorton","Texas","686","97.19%","99.97%"
"Liberty","Montana","685","97.22%","99.98%"
"Dickens","Texas","684","97.25%","99.98%"
"Sheridan","North Dakota","676","97.28%","99.98%"
"Haakon","South Dakota","674","97.31%","99.98%"
"Hodgeman","Kansas","666","97.34%","99.98%"
